f_weight f_lept1_pt f_lept1_eta f_lept1_phi f_lept2_pt f_lept2_eta f_lept2_phi f_lept3_pt f_lept3_eta f_lept3_phi f_lept4_pt f_lept4_eta f_lept4_phi f_jet1_pt f_jet1_eta f_jet1_phi f_jet2_pt f_jet2_eta f_jet2_phi 
1.0 33.8390159607 -1.84011638165 1.80959069729 28.5449466705 0.0804001539946 -1.42011249065 6.73281908035 -2.21864914894 1.94271862507 20.1286182404 -0.0634952709079 -1.96845555305 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
1.0 28.9097137451 -0.71312636137 -2.37977838516 53.2261314392 0.634836137295 -0.167179986835 44.6233901978 2.02083015442 0.27599966526 78.3383712769 2.16662764549 2.09526777267 37.5723648071 0.26741412282 -2.52943134308 -999.0 -999.0 -999.0 
1.0 104.278038025 -0.95135897398 -2.31198430061 21.4909667969 -0.838980555534 1.43000304699 87.8046112061 -0.361881971359 0.584486722946 45.443157196 -0.642673909664 2.1270339489 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
1.0 103.366958618 2.23773407936 1.71274781227 36.2762031555 1.67529404163 3.06637334824 92.2952804565 -0.393246084452 -1.08355724812 7.5606713295 1.82297801971 0.627473950386 34.2630348206 0.949282646179 -1.50510084629 -999.0 -999.0 -999.0 
1.0 125.807022095 0.732523977757 1.88563919067 22.4018535614 -0.5941157341 0.92498677969 53.0122871399 0.54052311182 -1.42317223549 27.0137176514 0.78708255291 1.63247931004 110.187133789 -1.28473722935 -2.31877493858 54.1649856567 -0.536109864712 -0.781880795956 
1.0 153.619827271 0.76892387867 0.785873353481 7.64760446548 -0.874901413918 -2.48795604706 41.4113426208 1.80542945862 -2.88127350807 66.0743484497 1.34645318985 1.51319766045 189.721740723 1.19125568867 -2.1343266964 -999.0 -999.0 -999.0 
1.0 56.4730377197 0.332999438047 0.62601429224 108.043174744 0.883807420731 -0.400735467672 54.7328300476 -0.0594147890806 1.98504197598 53.0797920227 0.860880255699 1.53679978848 69.1196594238 1.03920722008 -2.37711191177 -999.0 -999.0 -999.0 
1.0 59.0403366089 -1.73036003113 -0.524848639965 27.5048027039 -0.501140236855 -2.91870427132 84.7528839111 -0.0305375885218 2.35652685165 21.6242866516 1.14768767357 -1.90079832077 36.9911117554 -1.50592207909 0.366762399673 -999.0 -999.0 -999.0 
1.0 56.8989524841 0.354580104351 1.88133180141 35.9267807007 1.71320033073 -2.5840485096 26.8783874512 -0.834394156933 -0.626447975636 11.8032770157 0.338130623102 -2.55826950073 41.6800727844 0.224057093263 0.948624312878 30.3132038116 0.976189732552 -0.876517057419 
1.0 54.0100250244 1.54018449783 -1.56176686287 64.6639633179 0.788684368134 -1.31158411503 45.3274307251 -1.20155358315 1.41324579716 14.1832256317 -0.557983636856 -2.91831541061 96.0858917236 2.68942809105 2.93732190132 41.5473976135 3.19325256348 2.84596037865 
1.0 53.971031189 -1.17250955105 -2.16406989098 72.0765762329 0.203625932336 -2.00229740143 122.415969849 1.26764583588 0.764011979103 33.3162078857 1.39535796642 2.2692489624 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
1.0 103.136146545 1.38225841522 0.983395338058 26.371055603 0.808467507362 -1.01319932938 101.964637756 1.01610612869 -2.04869318008 13.8240804672 -0.412987947464 0.62241256237 71.4776687622 -1.5105741024 -2.97460412979 37.6107597351 0.0299677327275 0.848374903202 
1.0 5.22907781601 -2.00611925125 0.463161915541 148.526824951 -1.0152708292 -2.53668355942 176.839187622 -2.13230276108 0.868868529797 7.84848165512 -2.16847586632 1.43434357643 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
1.0 61.5517692566 1.14700579643 1.02161204815 57.8655853271 1.16282510757 -0.761878788471 57.5044898987 1.14132428169 -1.87271559238 50.3048973083 0.752600312233 2.35837745667 31.5706043243 -3.78071331978 2.50049519539 -999.0 -999.0 -999.0 
1.0 27.1536712646 1.26577377319 2.62047100067 30.3239650726 1.93765282631 -0.269610762596 7.80135679245 0.479354709387 -2.93214464188 16.2348537445 0.643953502178 2.08349275589 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
1.0 41.6116676331 2.44134306908 2.5326397419 40.3483467102 1.23994374275 0.0712306946516 20.8831729889 0.209149390459 -1.49436306953 11.2902774811 1.08818876743 -1.77066421509 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
1.0 63.0840759277 0.556364238262 0.687581777573 35.3580589294 -0.512725234032 -1.24414455891 26.9164199829 -2.10223722458 -2.24749946594 29.6572151184 -1.15392839909 -1.88037192822 76.6917877197 1.7548416853 2.78512835503 44.8762435913 -1.93833565712 0.103089690208 
1.0 30.678730011 1.00369656086 0.375676602125 65.9920806885 0.411552369595 3.07612514496 68.3309555054 1.01530849934 2.37558078766 31.5581302643 0.84355199337 -0.905164539814 99.2285003662 1.21283686161 -0.439006239176 -999.0 -999.0 -999.0 
1.0 121.217948914 1.51543068886 -3.05757904053 26.8473320007 1.79439365864 1.27005803585 91.63722229 0.703420996666 -0.856603562832 18.1361293793 2.23114323616 0.471183151007 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
1.0 90.5760421753 0.192680373788 0.69488465786 23.1377277374 0.0486944280565 -2.20049357414 33.2572517395 1.72908639908 0.449780255556 25.7816638947 -0.50655901432 -1.4096711874 63.3870735168 -0.818816959858 -3.07346081734 -999.0 -999.0 -999.0 
1.0 29.2706832886 -1.62659561634 -0.243760883808 23.8120326996 0.67744666338 2.60126471519 36.3272514343 -1.03006219864 -0.726540267467 42.5723304749 -2.02001261711 2.73409056664 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
1.0 24.7864303589 0.754197776318 -2.41383361816 83.1489562988 0.916423618793 0.819283127785 68.8324432373 -0.678147494793 -2.37647795677 29.5222377777 -0.308540970087 0.866255521774 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
1.0 18.6384601593 -1.18818128109 -3.03497433662 32.6814994812 0.0642881020904 0.791803479195 10.0243501663 1.03300702572 2.85855698586 12.1619586945 0.158476009965 -0.802742362022 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
1.0 45.4962043762 0.329415023327 -1.01342988014 30.4038639069 -0.232299074531 2.31334519386 12.7449636459 1.09201419353 -1.94438099861 29.5609741211 0.455823808908 2.45278906822 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
1.0 71.700340271 0.776613473892 3.11969256401 53.8271484375 -0.110358059406 -2.02339410782 19.2721881866 -1.20308184624 2.25424838066 114.122756958 -0.562521398067 0.236272484064 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
1.0 50.5162277222 0.760612428188 1.20090174675 77.4814376831 -0.046458132565 2.4419965744 8.34174346924 -2.23046803474 1.57014524937 12.4514989853 -0.288853108883 -0.905297219753 101.694313049 -2.64053845406 -1.10475766659 -999.0 -999.0 -999.0 
1.0 17.7570457458 -0.0217576622963 1.83812224865 22.6325016022 -0.934690475464 -1.09800028801 20.8157577515 -1.00139927864 -2.83286809921 16.6082496643 0.0918536707759 0.599571526051 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
1.0 115.535415649 -0.804667830467 -2.70985341072 33.3979568481 0.252765804529 -1.63268327713 72.9920120239 1.44483828545 0.60482698679 16.0608520508 1.82756054401 0.637233197689 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
1.0 46.9769592285 1.06815838814 2.86760497093 60.3921165466 1.56848526001 -1.36405217648 9.42378616333 -1.37758779526 -0.562148272991 29.16522789 -0.414392858744 -2.12395191193 65.6872940063 0.192251741886 0.905411839485 60.2266426086 0.0607992224395 1.72384083271 
1.0 37.0593223572 0.12961474061 2.7292675972 49.6691741943 0.709369778633 -0.344031125307 29.630147934 0.521669685841 -1.45168697834 55.7569313049 -0.169437035918 1.63034403324 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
1.0 155.904800415 -0.513159453869 -1.99671304226 12.0980863571 0.154910460114 0.939073681831 161.464187622 -0.24668392539 0.895687639713 22.8761825562 -1.09113168716 2.61310744286 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
1.0 125.695289612 -0.0108842421323 1.59095680714 51.5302619934 0.260625988245 2.76831769943 32.2366027832 -1.19522595406 -1.45543181896 138.36265564 -0.0675972625613 -2.21721529961 81.7874145508 0.450838983059 0.0495209768414 -999.0 -999.0 -999.0 
1.0 97.3739776611 0.454461991787 0.527745246887 22.0318279266 -0.852445244789 -0.986262619495 66.1016311646 -1.35662078857 -3.08629155159 90.1035766602 -0.268407464027 -2.83941817284 40.3371887207 -1.99966049194 -0.0434606298804 -999.0 -999.0 -999.0 
1.0 52.8903541565 0.575391173363 1.98556017876 49.9213104248 0.871584832668 -2.15347599983 44.7482185364 -0.828855752945 1.16871118546 58.2639312744 -1.00916993618 -1.04729628563 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
1.0 58.941570282 -1.56334590912 2.54165077209 76.7237548828 -1.36428022385 -2.25205826759 47.9391670227 -1.34156155586 -0.353730171919 61.2985801697 -0.443963587284 1.07528030872 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
1.0 31.6615772247 -2.2056581974 3.13171195984 60.7899894714 -0.69102627039 0.292504489422 22.6311206818 -0.756893634796 -2.81282091141 22.0377445221 -0.93034517765 -1.57818698883 44.5752868652 -0.542170464993 0.768280804157 -999.0 -999.0 -999.0 
1.0 23.834444046 1.45156264305 -2.11701107025 87.3877258301 1.4048718214 1.07718813419 78.2352905273 0.082527436316 -2.7817234993 25.9090766907 0.88358682394 -0.363047540188 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
1.0 43.0944404602 1.28608334064 2.96123099327 49.6857948303 0.312051683664 1.11640298367 12.2261447906 -1.05770504475 0.0672876015306 44.9642829895 1.36009180546 -2.03151035309 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
1.0 21.5114574432 1.5833234787 -2.96808385849 24.2526741028 0.270331114531 -0.168888852 7.34228372574 1.24466121197 2.88071012497 16.6662502289 -0.64411085844 2.25185084343 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
1.0 30.6885566711 -1.42826879025 -0.202354326844 30.8895778656 0.478897929192 2.90488767624 8.58975982666 -0.762437999249 -1.27673268318 36.9885902405 -0.302458822727 0.946071982384 -999.0 -999.0 -999.0 -999.0 -999.0 -999.0 
